008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|014,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|020,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|014,000,000|003,000,000|003,000,000|019,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|012,000,000|012,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,002,000|008,000,000
008,000,000|004,000,000|003,000,000|003,000,000|003,000,000|003,000,001|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|005,001,000|008,000,000
008,000,000|000,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|001,000,000|002,000,000|008,000,000
